no,slug,name,category,reliability,coinedYear,namedAfter,url
255,the-law-of-laplace,The Law of Laplace,physics,Empirical,1806,Pierre-Simon Laplace,https://conyso.com/lawtome/laws/the-law-of-laplace/
256,the-all-or-none-law,The All-or-None Law,medicine,Empirical,1871,Henry Pickering Bowditch,https://conyso.com/lawtome/laws/the-all-or-none-law/
257,the-hagen-poiseuille-equation,The Hagen-Poiseuille Equation,physics,Empirical,1840,Jean Leonard Marie Poiseuille and Gotthilf Hagen,https://conyso.com/lawtome/laws/the-hagen-poiseuille-equation/
258,grimms-law,Grimm's Law,linguistics,Empirical,1822,Jacob Grimm,https://conyso.com/lawtome/laws/grimms-law/
259,the-gricean-maxims,The Gricean Maxims,philosophy,Heuristic,1975,H. Paul Grice,https://conyso.com/lawtome/laws/the-gricean-maxims/
260,the-sapir-whorf-hypothesis,The Sapir-Whorf Hypothesis,philosophy,Contested,,Edward Sapir and Benjamin Lee Whorf,https://conyso.com/lawtome/laws/the-sapir-whorf-hypothesis/
261,the-mcgurk-effect,The McGurk Effect,psychology,Empirical,1976,Harry McGurk and John MacDonald,https://conyso.com/lawtome/laws/the-mcgurk-effect/
262,the-prisoners-dilemma,The Prisoner's Dilemma,economics,Empirical,1950,Albert Tucker,https://conyso.com/lawtome/laws/the-prisoners-dilemma/
263,the-nash-equilibrium,The Nash Equilibrium,economics,Empirical,1951,John Forbes Nash,https://conyso.com/lawtome/laws/the-nash-equilibrium/
264,the-tragedy-of-the-commons,The Tragedy of the Commons,economics,Contested,1968,Garrett Hardin,https://conyso.com/lawtome/laws/the-tragedy-of-the-commons/
265,the-free-rider-problem,The Free-Rider Problem,economics,Empirical,1965,Mancur Olson,https://conyso.com/lawtome/laws/the-free-rider-problem/
266,moral-hazard,Moral Hazard,economics,Empirical,1963,,https://conyso.com/lawtome/laws/moral-hazard/
267,the-market-for-lemons,The Market for Lemons,economics,Empirical,1970,George Akerlof,https://conyso.com/lawtome/laws/the-market-for-lemons/
268,the-ultimatum-game,The Ultimatum Game,economics,Empirical,1982,"Werner Guth, Rolf Schmittberger, and Bernd Schwarze",https://conyso.com/lawtome/laws/the-ultimatum-game/
269,tit-for-tat,Tit for Tat,economics,Heuristic,1981,Anatol Rapoport,https://conyso.com/lawtome/laws/tit-for-tat/
270,the-stag-hunt,The Stag Hunt,economics,Empirical,1755,,https://conyso.com/lawtome/laws/the-stag-hunt/
271,the-shapley-value,The Shapley Value,economics,Empirical,1953,Lloyd Shapley,https://conyso.com/lawtome/laws/the-shapley-value/
272,the-folk-theorem,The Folk Theorem,economics,Empirical,1971,,https://conyso.com/lawtome/laws/the-folk-theorem/
273,zero-sum-game,The Zero-Sum Game,economics,Empirical,1928,John von Neumann,https://conyso.com/lawtome/laws/zero-sum-game/
274,the-minimax-theorem,The Minimax Theorem,economics,Empirical,1928,John von Neumann,https://conyso.com/lawtome/laws/the-minimax-theorem/
275,the-ideal-gas-law,The Ideal Gas Law,chemistry,Empirical,1834,Benoit Paul Emile Clapeyron,https://conyso.com/lawtome/laws/the-ideal-gas-law/
276,hunds-rule,Hund's Rule,chemistry,Empirical,1925,Friedrich Hund,https://conyso.com/lawtome/laws/hunds-rule/
277,the-aufbau-principle,The Aufbau Principle,chemistry,Heuristic,1936,,https://conyso.com/lawtome/laws/the-aufbau-principle/
278,the-octet-rule,The Octet Rule,chemistry,Heuristic,1919,Irving Langmuir,https://conyso.com/lawtome/laws/the-octet-rule/
279,markovnikovs-rule,Markovnikov's Rule,chemistry,Empirical,1870,Vladimir Markovnikov,https://conyso.com/lawtome/laws/markovnikovs-rule/
280,the-gibbs-phase-rule,The Gibbs Phase Rule,chemistry,Empirical,1875,Josiah Willard Gibbs,https://conyso.com/lawtome/laws/the-gibbs-phase-rule/
281,the-third-law-of-thermodynamics,The Third Law of Thermodynamics,physics,Empirical,1906,Walther Nernst,https://conyso.com/lawtome/laws/the-third-law-of-thermodynamics/
282,the-zeroth-law-of-thermodynamics,The Zeroth Law of Thermodynamics,physics,Empirical,1939,Ralph Fowler,https://conyso.com/lawtome/laws/the-zeroth-law-of-thermodynamics/
283,mass-energy-equivalence,Mass-Energy Equivalence,physics,Empirical,1905,Albert Einstein,https://conyso.com/lawtome/laws/mass-energy-equivalence/
284,the-photoelectric-effect,The Photoelectric Effect,physics,Empirical,1905,Albert Einstein,https://conyso.com/lawtome/laws/the-photoelectric-effect/
285,the-de-broglie-hypothesis,The de Broglie Hypothesis,physics,Empirical,1924,Louis de Broglie,https://conyso.com/lawtome/laws/the-de-broglie-hypothesis/
286,the-equivalence-principle,The Equivalence Principle,physics,Empirical,1907,Albert Einstein,https://conyso.com/lawtome/laws/the-equivalence-principle/
287,the-conservation-of-momentum,The Conservation of Momentum,physics,Empirical,,,https://conyso.com/lawtome/laws/the-conservation-of-momentum/
289,the-sunk-cost-fallacy,The Sunk Cost Fallacy,economics,Empirical,1985,,https://conyso.com/lawtome/laws/the-sunk-cost-fallacy/
290,the-planning-fallacy,The Planning Fallacy,psychology,Empirical,1979,Daniel Kahneman and Amos Tversky,https://conyso.com/lawtome/laws/the-planning-fallacy/
291,the-framing-effect,The Framing Effect,psychology,Empirical,1981,Amos Tversky and Daniel Kahneman,https://conyso.com/lawtome/laws/the-framing-effect/
292,hyperbolic-discounting,Hyperbolic Discounting,economics,Contested,1975,,https://conyso.com/lawtome/laws/hyperbolic-discounting/
293,the-decoy-effect,The Decoy Effect,psychology,Contested,1982,,https://conyso.com/lawtome/laws/the-decoy-effect/
295,the-von-restorff-effect,The Von Restorff Effect,psychology,Empirical,1933,Hedwig von Restorff,https://conyso.com/lawtome/laws/the-von-restorff-effect/
296,the-spacing-effect,The Spacing Effect,psychology,Empirical,1885,Hermann Ebbinghaus,https://conyso.com/lawtome/laws/the-spacing-effect/
297,the-testing-effect,The Testing Effect,psychology,Empirical,2006,Henry Roediger and Jeffrey Karpicke,https://conyso.com/lawtome/laws/the-testing-effect/
303,the-law-of-mass-action,The Law of Mass Action,chemistry,Empirical,1864,Cato Guldberg and Peter Waage,https://conyso.com/lawtome/laws/the-law-of-mass-action/
307,the-law-of-reflection,The Law of Reflection,physics,Empirical,,,https://conyso.com/lawtome/laws/the-law-of-reflection/
308,huygens-principle,Huygens' Principle,physics,Empirical,1690,Christiaan Huygens,https://conyso.com/lawtome/laws/huygens-principle/
309,charles-law,Charles's Law,chemistry,Empirical,1787,Jacques Charles,https://conyso.com/lawtome/laws/charles-law/
310,the-clausius-clapeyron-relation,The Clausius-Clapeyron Relation,physics,Empirical,1834,Rudolf Clausius and Benoit Clapeyron,https://conyso.com/lawtome/laws/the-clausius-clapeyron-relation/
311,the-law-of-definite-proportions,The Law of Definite Proportions,chemistry,Empirical,1799,Joseph Louis Proust,https://conyso.com/lawtome/laws/the-law-of-definite-proportions/
312,the-law-of-multiple-proportions,The Law of Multiple Proportions,chemistry,Empirical,1803,John Dalton,https://conyso.com/lawtome/laws/the-law-of-multiple-proportions/
313,the-rydberg-formula,The Rydberg Formula,physics,Empirical,1888,Johannes Rydberg,https://conyso.com/lawtome/laws/the-rydberg-formula/
315,stevens-power-law,Stevens' Power Law,psychology,Empirical,1957,Stanley Smith Stevens,https://conyso.com/lawtome/laws/stevens-power-law/
318,the-square-cube-law,The Square-Cube Law,physics,Empirical,1638,Galileo Galilei,https://conyso.com/lawtome/laws/the-square-cube-law/
319,the-phillips-curve,The Phillips Curve,economics,Contested,1958,A. W. Phillips,https://conyso.com/lawtome/laws/the-phillips-curve/
320,the-efficient-market-hypothesis,The Efficient-Market Hypothesis,economics,Contested,1970,Eugene Fama,https://conyso.com/lawtome/laws/the-efficient-market-hypothesis/
321,the-random-walk-hypothesis,The Random Walk Hypothesis,economics,Contested,1900,,https://conyso.com/lawtome/laws/the-random-walk-hypothesis/
322,the-quantity-theory-of-money,The Quantity Theory of Money,economics,Contested,1911,Irving Fisher,https://conyso.com/lawtome/laws/the-quantity-theory-of-money/
323,the-winners-curse,The Winner's Curse,economics,Empirical,1971,,https://conyso.com/lawtome/laws/the-winners-curse/
325,the-broken-windows-theory,The Broken Windows Theory,sociology,Contested,1982,James Q. Wilson and George Kelling,https://conyso.com/lawtome/laws/the-broken-windows-theory/
326,the-just-world-hypothesis,The Just-World Hypothesis,psychology,Empirical,1980,Melvin Lerner,https://conyso.com/lawtome/laws/the-just-world-hypothesis/
327,the-competitive-exclusion-principle,The Competitive Exclusion Principle,biology,Empirical,1960,Georgy Gause,https://conyso.com/lawtome/laws/the-competitive-exclusion-principle/
328,the-allee-effect,The Allee Effect,biology,Empirical,1949,Warder Clyde Allee,https://conyso.com/lawtome/laws/the-allee-effect/
329,hamiltons-rule,Hamilton's Rule,biology,Empirical,1964,W. D. Hamilton,https://conyso.com/lawtome/laws/hamiltons-rule/
330,the-price-equation,The Price Equation,biology,Empirical,1970,George R. Price,https://conyso.com/lawtome/laws/the-price-equation/
331,the-baldwin-effect,The Baldwin Effect,biology,Contested,1896,James Mark Baldwin,https://conyso.com/lawtome/laws/the-baldwin-effect/
332,the-founder-effect,The Founder Effect,biology,Empirical,1954,Ernst Mayr,https://conyso.com/lawtome/laws/the-founder-effect/
333,genetic-drift,Genetic Drift,biology,Empirical,1931,Sewall Wright,https://conyso.com/lawtome/laws/genetic-drift/
334,the-neutral-theory-of-molecular-evolution,The Neutral Theory of Molecular Evolution,biology,Empirical,1968,Motoo Kimura,https://conyso.com/lawtome/laws/the-neutral-theory-of-molecular-evolution/
335,the-biogenetic-law,The Biogenetic Law,biology,Contested,1866,Ernst Haeckel,https://conyso.com/lawtome/laws/the-biogenetic-law/
336,rapoports-rule,Rapoport's Rule,biology,Contested,1989,Eduardo H. Rapoport,https://conyso.com/lawtome/laws/rapoports-rule/
338,the-species-area-relationship,The Species-Area Relationship,biology,Empirical,1921,,https://conyso.com/lawtome/laws/the-species-area-relationship/
339,willistons-law,Williston's Law,biology,Heuristic,1914,Samuel Wendell Williston,https://conyso.com/lawtome/laws/willistons-law/
342,the-secretary-problem,The Secretary Problem,statistics,Empirical,1960,,https://conyso.com/lawtome/laws/the-secretary-problem/
343,survivorship-bias,Survivorship Bias,statistics,Empirical,1943,,https://conyso.com/lawtome/laws/survivorship-bias/
347,the-end-to-end-principle,The End-to-End Principle,software,Empirical,1981,"Saltzer, Reed, and Clark",https://conyso.com/lawtome/laws/the-end-to-end-principle/
348,kerckhoffs-principle,Kerckhoffs's Principle,software,Empirical,1883,Auguste Kerckhoffs,https://conyso.com/lawtome/laws/kerckhoffs-principle/
349,the-fallacies-of-distributed-computing,The Fallacies of Distributed Computing,software,Heuristic,1994,L. Peter Deutsch,https://conyso.com/lawtome/laws/the-fallacies-of-distributed-computing/
350,dennard-scaling,Dennard Scaling,technology,Empirical,1974,Robert Dennard,https://conyso.com/lawtome/laws/dennard-scaling/
351,the-mcnamara-fallacy,The McNamara Fallacy,management,Folk-adage,1972,Robert McNamara,https://conyso.com/lawtome/laws/the-mcnamara-fallacy/
352,hitchens-razor,Hitchens's Razor,logic,Heuristic,2007,Christopher Hitchens,https://conyso.com/lawtome/laws/hitchens-razor/
353,the-ship-of-theseus,The Ship of Theseus,philosophy,Contested,,,https://conyso.com/lawtome/laws/the-ship-of-theseus/
354,the-sorites-paradox,The Sorites Paradox,logic,Contested,,Eubulides of Miletus,https://conyso.com/lawtome/laws/the-sorites-paradox/
355,the-liar-paradox,The Liar Paradox,logic,Contested,,Eubulides of Miletus,https://conyso.com/lawtome/laws/the-liar-paradox/
356,russells-paradox,Russell's Paradox,logic,Empirical,1901,Bertrand Russell,https://conyso.com/lawtome/laws/russells-paradox/
357,the-munchhausen-trilemma,The Münchhausen Trilemma,philosophy,Contested,1968,Hans Albert,https://conyso.com/lawtome/laws/the-munchhausen-trilemma/
358,newcombs-paradox,Newcomb's Paradox,philosophy,Contested,1969,William Newcomb,https://conyso.com/lawtome/laws/newcombs-paradox/
359,the-trolley-problem,The Trolley Problem,philosophy,Contested,1967,Philippa Foot,https://conyso.com/lawtome/laws/the-trolley-problem/
360,the-chinese-room,The Chinese Room,philosophy,Contested,1980,John Searle,https://conyso.com/lawtome/laws/the-chinese-room/
361,the-problem-of-induction,The Problem of Induction,philosophy,Contested,,David Hume,https://conyso.com/lawtome/laws/the-problem-of-induction/
363,moravecs-paradox,Moravec's Paradox,technology,Heuristic,1988,Hans Moravec,https://conyso.com/lawtome/laws/moravecs-paradox/
364,the-veil-of-ignorance,The Veil of Ignorance,philosophy,Contested,1971,John Rawls,https://conyso.com/lawtome/laws/the-veil-of-ignorance/
365,torricellis-law,Torricelli's Law,physics,Empirical,1643,Evangelista Torricelli,https://conyso.com/lawtome/laws/torricellis-law/
366,stokes-law,Stokes' Law,physics,Empirical,1851,George Gabriel Stokes,https://conyso.com/lawtome/laws/stokes-law/
367,brewsters-angle,Brewster's Angle,physics,Empirical,1815,David Brewster,https://conyso.com/lawtome/laws/brewsters-angle/
368,rayleigh-scattering,Rayleigh Scattering,physics,Empirical,1871,Lord Rayleigh,https://conyso.com/lawtome/laws/rayleigh-scattering/
369,titius-bode-law,The Titius-Bode Law,astronomy,Contested,1766,Johann Daniel Titius and Johann Elert Bode,https://conyso.com/lawtome/laws/titius-bode-law/
370,braess-paradox,Braess's Paradox,planning,Empirical,1968,Dietrich Braess,https://conyso.com/lawtome/laws/braess-paradox/
371,parrondos-paradox,Parrondo's Paradox,statistics,Empirical,1996,Juan Parrondo,https://conyso.com/lawtome/laws/parrondos-paradox/
372,will-rogers-phenomenon,The Will Rogers Phenomenon,statistics,Heuristic,1985,Will Rogers,https://conyso.com/lawtome/laws/will-rogers-phenomenon/
373,verners-law,Verner's Law,linguistics,Empirical,1875,Karl Verner,https://conyso.com/lawtome/laws/verners-law/
374,shirky-principle,The Shirky Principle,sociology,Heuristic,2010,Clay Shirky,https://conyso.com/lawtome/laws/shirky-principle/
375,kernighans-law,Kernighan's Law,software,Folk-adage,1978,Brian Kernighan,https://conyso.com/lawtome/laws/kernighans-law/
376,law-of-leaky-abstractions,The Law of Leaky Abstractions,software,Heuristic,2002,,https://conyso.com/lawtome/laws/law-of-leaky-abstractions/
377,teslers-law,Tesler's Law,technology,Heuristic,1984,Larry Tesler,https://conyso.com/lawtome/laws/teslers-law/
378,olbers-paradox,Olbers' Paradox,astronomy,Empirical,1823,Heinrich Wilhelm Olbers,https://conyso.com/lawtome/laws/olbers-paradox/
379,fermi-paradox,The Fermi Paradox,astronomy,Contested,1950,Enrico Fermi,https://conyso.com/lawtome/laws/fermi-paradox/
380,drake-equation,The Drake Equation,astronomy,Heuristic,1961,Frank Drake,https://conyso.com/lawtome/laws/drake-equation/
381,zenos-paradoxes,Zeno's Paradoxes,philosophy,Contested,,Zeno of Elea,https://conyso.com/lawtome/laws/zenos-paradoxes/
382,banach-tarski-paradox,The Banach-Tarski Paradox,mathematics,Empirical,1924,Stefan Banach and Alfred Tarski,https://conyso.com/lawtome/laws/banach-tarski-paradox/
383,infinite-monkey-theorem,The Infinite Monkey Theorem,statistics,Empirical,1913,Émile Borel,https://conyso.com/lawtome/laws/infinite-monkey-theorem/
384,coriolis-effect,The Coriolis Effect,physics,Empirical,1835,Gaspard-Gustave de Coriolis,https://conyso.com/lawtome/laws/coriolis-effect/
385,magnus-effect,The Magnus Effect,physics,Empirical,1852,Heinrich Gustav Magnus,https://conyso.com/lawtome/laws/magnus-effect/
386,mpemba-effect,The Mpemba Effect,physics,Contested,1969,Erasto Mpemba,https://conyso.com/lawtome/laws/mpemba-effect/
387,brownian-motion,Brownian Motion,physics,Empirical,1827,Robert Brown,https://conyso.com/lawtome/laws/brownian-motion/
389,michaelis-menten-kinetics,Michaelis-Menten Kinetics,biology,Empirical,1913,Leonor Michaelis and Maud Menten,https://conyso.com/lawtome/laws/michaelis-menten-kinetics/
390,easterlin-paradox,The Easterlin Paradox,economics,Contested,1974,Richard Easterlin,https://conyso.com/lawtome/laws/easterlin-paradox/
391,the-spotlight-effect,The Spotlight Effect,psychology,Empirical,2000,,https://conyso.com/lawtome/laws/the-spotlight-effect/
392,the-curse-of-knowledge,The Curse of Knowledge,psychology,Empirical,1989,,https://conyso.com/lawtome/laws/the-curse-of-knowledge/
393,the-illusory-truth-effect,The Illusory Truth Effect,psychology,Empirical,1977,,https://conyso.com/lawtome/laws/the-illusory-truth-effect/
394,the-hindsight-bias,The Hindsight Bias,psychology,Empirical,1975,,https://conyso.com/lawtome/laws/the-hindsight-bias/
395,the-fundamental-attribution-error,The Fundamental Attribution Error,psychology,Empirical,1977,,https://conyso.com/lawtome/laws/the-fundamental-attribution-error/
396,the-self-serving-bias,The Self-Serving Bias,psychology,Empirical,1975,,https://conyso.com/lawtome/laws/the-self-serving-bias/
397,the-optimism-bias,The Optimism Bias,psychology,Empirical,1980,,https://conyso.com/lawtome/laws/the-optimism-bias/
398,the-peak-end-rule,The Peak-End Rule,psychology,Empirical,1993,,https://conyso.com/lawtome/laws/the-peak-end-rule/
399,the-ikea-effect,The IKEA Effect,economics,Empirical,2012,,https://conyso.com/lawtome/laws/the-ikea-effect/
400,the-backfire-effect,The Backfire Effect,psychology,Contested,2010,,https://conyso.com/lawtome/laws/the-backfire-effect/
401,the-negativity-bias,The Negativity Bias,psychology,Empirical,2001,,https://conyso.com/lawtome/laws/the-negativity-bias/
402,the-diderot-effect,The Diderot Effect,sociology,Heuristic,1988,Denis Diderot,https://conyso.com/lawtome/laws/the-diderot-effect/
403,the-bandwagon-effect,The Bandwagon Effect,economics,Empirical,1950,,https://conyso.com/lawtome/laws/the-bandwagon-effect/
404,the-central-dogma-of-molecular-biology,The Central Dogma of Molecular Biology,biology,Empirical,1958,Francis Crick,https://conyso.com/lawtome/laws/the-central-dogma-of-molecular-biology/
405,mendelian-inheritance,Mendelian Inheritance,biology,Empirical,1866,Gregor Mendel,https://conyso.com/lawtome/laws/mendelian-inheritance/
406,chargaffs-rules,Chargaff's Rules,biology,Empirical,1950,Erwin Chargaff,https://conyso.com/lawtome/laws/chargaffs-rules/
407,cell-theory,Cell Theory,biology,Empirical,1839,,https://conyso.com/lawtome/laws/cell-theory/
408,germ-theory-of-disease,The Germ Theory of Disease,medicine,Empirical,,,https://conyso.com/lawtome/laws/germ-theory-of-disease/
409,kochs-postulates,Koch's Postulates,medicine,Empirical,1884,Robert Koch,https://conyso.com/lawtome/laws/kochs-postulates/
410,the-endosymbiotic-theory,The Endosymbiotic Theory,biology,Empirical,1967,Lynn Margulis,https://conyso.com/lawtome/laws/the-endosymbiotic-theory/
411,the-one-gene-one-enzyme-hypothesis,The One Gene-One Enzyme Hypothesis,biology,Empirical,1941,George Beadle and Edward Tatum,https://conyso.com/lawtome/laws/the-one-gene-one-enzyme-hypothesis/
412,the-hill-equation,The Hill Equation,biology,Empirical,1910,Archibald Vivian Hill,https://conyso.com/lawtome/laws/the-hill-equation/
413,the-monro-kellie-doctrine,The Monro-Kellie Doctrine,medicine,Empirical,1783,Alexander Monro and George Kellie,https://conyso.com/lawtome/laws/the-monro-kellie-doctrine/
414,the-lyon-hypothesis,The Lyon Hypothesis,biology,Empirical,1961,Mary Lyon,https://conyso.com/lawtome/laws/the-lyon-hypothesis/
415,the-weismann-barrier,The Weismann Barrier,biology,Empirical,1892,August Weismann,https://conyso.com/lawtome/laws/the-weismann-barrier/
416,the-lock-and-key-model,The Lock-and-Key Model,biology,Empirical,1894,Emil Fischer,https://conyso.com/lawtome/laws/the-lock-and-key-model/
417,comparative-advantage,The Law of Comparative Advantage,economics,Empirical,1817,David Ricardo,https://conyso.com/lawtome/laws/comparative-advantage/
418,creative-destruction,Creative Destruction,economics,Heuristic,1942,Joseph Schumpeter,https://conyso.com/lawtome/laws/creative-destruction/
419,the-fisher-equation,The Fisher Equation,economics,Empirical,1896,Irving Fisher,https://conyso.com/lawtome/laws/the-fisher-equation/
420,purchasing-power-parity,Purchasing Power Parity,economics,Empirical,1918,Gustav Cassel,https://conyso.com/lawtome/laws/purchasing-power-parity/
421,the-broken-window-fallacy,The Broken Window Fallacy,economics,Heuristic,1850,Frederic Bastiat,https://conyso.com/lawtome/laws/the-broken-window-fallacy/
422,the-lump-of-labour-fallacy,The Lump of Labour Fallacy,economics,Contested,1891,David Frederick Schloss,https://conyso.com/lawtome/laws/the-lump-of-labour-fallacy/
424,the-impossible-trinity,The Impossible Trinity,economics,Empirical,1963,Robert Mundell,https://conyso.com/lawtome/laws/the-impossible-trinity/
425,ricardian-equivalence,Ricardian Equivalence,economics,Contested,1974,Robert Barro,https://conyso.com/lawtome/laws/ricardian-equivalence/
426,the-median-voter-theorem,The Median Voter Theorem,economics,Empirical,1948,Duncan Black,https://conyso.com/lawtome/laws/the-median-voter-theorem/
427,the-game-of-chicken,The Game of Chicken,planning,Empirical,,,https://conyso.com/lawtome/laws/the-game-of-chicken/
428,the-centipede-game,The Centipede Game,economics,Empirical,1981,Robert Rosenthal,https://conyso.com/lawtome/laws/the-centipede-game/
429,the-dictator-game,The Dictator Game,economics,Empirical,1994,,https://conyso.com/lawtome/laws/the-dictator-game/
430,the-law-of-the-instrument,The Law of the Instrument,psychology,Heuristic,1964,Abraham Kaplan and Abraham Maslow,https://conyso.com/lawtome/laws/the-law-of-the-instrument/
432,the-network-effect,The Network Effect,economics,Empirical,,,https://conyso.com/lawtome/laws/the-network-effect/
433,the-bullwhip-effect,The Bullwhip Effect,management,Empirical,1997,,https://conyso.com/lawtome/laws/the-bullwhip-effect/
434,heaps-law,Heaps' Law,software,Empirical,1978,Harold Stanley Heaps and Gustav Herdan,https://conyso.com/lawtome/laws/heaps-law/
435,menzeraths-law,Menzerath's Law,media,Contested,1954,Paul Menzerath and Gabriel Altmann,https://conyso.com/lawtome/laws/menzeraths-law/
437,the-rank-size-rule,The Rank-Size Rule,statistics,Contested,1913,"Felix Auerbach, Alfred Lotka, and George Kingsley Zipf",https://conyso.com/lawtome/laws/the-rank-size-rule/
438,the-experience-curve,The Experience Curve,management,Empirical,1968,Bruce Henderson and the Boston Consulting Group,https://conyso.com/lawtome/laws/the-experience-curve/
439,swansons-law,Swanson's Law,technology,Empirical,2012,Richard Swanson,https://conyso.com/lawtome/laws/swansons-law/
440,pournelles-iron-law-of-bureaucracy,Pournelle's Iron Law of Bureaucracy,sociology,Folk-adage,,Jerry Pournelle,https://conyso.com/lawtome/laws/pournelles-iron-law-of-bureaucracy/
441,the-lehman-laws,Lehman's Laws of Software Evolution,software,Empirical,1980,Meir Lehman,https://conyso.com/lawtome/laws/the-lehman-laws/
442,beckstroms-law,Beckstrom's Law,technology,Heuristic,2009,Rod Beckstrom,https://conyso.com/lawtome/laws/beckstroms-law/
443,the-great-filter,The Great Filter,astronomy,Contested,1998,Robin Hanson,https://conyso.com/lawtome/laws/the-great-filter/
444,the-kardashev-scale,The Kardashev Scale,astronomy,Heuristic,1964,Nikolai Kardashev,https://conyso.com/lawtome/laws/the-kardashev-scale/
445,the-copernican-principle,The Copernican Principle,astronomy,Heuristic,1952,Nicolaus Copernicus,https://conyso.com/lawtome/laws/the-copernican-principle/
446,the-anthropic-principle,The Anthropic Principle,philosophy,Contested,1974,Brandon Carter,https://conyso.com/lawtome/laws/the-anthropic-principle/
447,the-fine-tuned-universe,The Fine-Tuned Universe,astronomy,Contested,1999,,https://conyso.com/lawtome/laws/the-fine-tuned-universe/
448,the-doomsday-argument,The Doomsday Argument,philosophy,Contested,1983,Brandon Carter,https://conyso.com/lawtome/laws/the-doomsday-argument/
449,the-simulation-argument,The Simulation Argument,philosophy,Contested,2003,Nick Bostrom,https://conyso.com/lawtome/laws/the-simulation-argument/
450,boltzmann-brain,The Boltzmann Brain,astronomy,Contested,,,https://conyso.com/lawtome/laws/boltzmann-brain/
451,the-rare-earth-hypothesis,The Rare Earth Hypothesis,astronomy,Contested,2000,Peter Ward and Donald Brownlee,https://conyso.com/lawtome/laws/the-rare-earth-hypothesis/
452,the-gaia-hypothesis,The Gaia Hypothesis,earth-science,Contested,1979,James Lovelock,https://conyso.com/lawtome/laws/the-gaia-hypothesis/
453,the-medea-hypothesis,The Medea Hypothesis,biology,Contested,2009,Peter Ward,https://conyso.com/lawtome/laws/the-medea-hypothesis/
454,panspermia,Panspermia,astronomy,Contested,,Svante Arrhenius,https://conyso.com/lawtome/laws/panspermia/
455,the-faint-young-sun-paradox,The Faint Young Sun Paradox,astronomy,Empirical,1972,Carl Sagan and George Mullen,https://conyso.com/lawtome/laws/the-faint-young-sun-paradox/
456,plate-tectonics,Plate Tectonics,earth-science,Empirical,1968,,https://conyso.com/lawtome/laws/plate-tectonics/
457,continental-drift,Continental Drift,earth-science,Empirical,1912,Alfred Wegener,https://conyso.com/lawtome/laws/continental-drift/
458,isostasy,Isostasy,earth-science,Empirical,1882,Clarence Dutton,https://conyso.com/lawtome/laws/isostasy/
459,the-uniformitarian-principle,The Uniformitarian Principle,earth-science,Empirical,1832,James Hutton and Charles Lyell,https://conyso.com/lawtome/laws/the-uniformitarian-principle/
460,the-principle-of-superposition,The Principle of Superposition,earth-science,Empirical,1669,Nicolas Steno,https://conyso.com/lawtome/laws/the-principle-of-superposition/
461,the-principle-of-faunal-succession,The Principle of Faunal Succession,earth-science,Empirical,1799,William Smith,https://conyso.com/lawtome/laws/the-principle-of-faunal-succession/
462,milankovitch-cycles,Milankovitch Cycles,earth-science,Empirical,1941,Milutin Milankovitch,https://conyso.com/lawtome/laws/milankovitch-cycles/
463,snowball-earth,Snowball Earth,earth-science,Contested,1992,Joseph Kirschvink,https://conyso.com/lawtome/laws/snowball-earth/
464,the-great-oxidation-event,The Great Oxidation Event,earth-science,Empirical,,,https://conyso.com/lawtome/laws/the-great-oxidation-event/
465,the-thermohaline-circulation,The Thermohaline Circulation,earth-science,Empirical,1991,Wallace Broecker,https://conyso.com/lawtome/laws/the-thermohaline-circulation/
466,the-hadley-cell,The Hadley Cell,earth-science,Empirical,1735,George Hadley,https://conyso.com/lawtome/laws/the-hadley-cell/
467,the-el-nino-southern-oscillation,The El Nino-Southern Oscillation,earth-science,Empirical,1969,Gilbert Walker and Jacob Bjerknes,https://conyso.com/lawtome/laws/the-el-nino-southern-oscillation/
468,the-keeling-curve,The Keeling Curve,earth-science,Empirical,1958,Charles David Keeling,https://conyso.com/lawtome/laws/the-keeling-curve/
469,the-hodgkin-huxley-model,The Hodgkin-Huxley Model,medicine,Empirical,1952,Alan Hodgkin and Andrew Huxley,https://conyso.com/lawtome/laws/the-hodgkin-huxley-model/
470,hebbs-rule,Hebb's Rule,medicine,Empirical,1949,Donald Hebb,https://conyso.com/lawtome/laws/hebbs-rule/
471,long-term-potentiation,Long-Term Potentiation,medicine,Empirical,1973,Timothy Bliss and Terje Lomo,https://conyso.com/lawtome/laws/long-term-potentiation/
472,the-sodium-potassium-pump,The Sodium-Potassium Pump,medicine,Empirical,1957,Jens Christian Skou,https://conyso.com/lawtome/laws/the-sodium-potassium-pump/
473,the-frank-starling-law,The Frank-Starling Law of the Heart,medicine,Empirical,1918,Otto Frank and Ernest Starling,https://conyso.com/lawtome/laws/the-frank-starling-law/
475,starlings-principle,Starling's Principle,medicine,Empirical,1896,Ernest Starling,https://conyso.com/lawtome/laws/starlings-principle/
476,the-fick-principle,The Fick Principle,medicine,Empirical,1870,Adolf Fick,https://conyso.com/lawtome/laws/the-fick-principle/
477,the-bohr-effect,The Bohr Effect,medicine,Empirical,1904,Christian Bohr,https://conyso.com/lawtome/laws/the-bohr-effect/
478,the-haldane-effect,The Haldane Effect,medicine,Empirical,1914,John Scott Haldane,https://conyso.com/lawtome/laws/the-haldane-effect/
479,the-henderson-hasselbalch-equation,The Henderson-Hasselbalch Equation,chemistry,Empirical,1916,Lawrence Henderson and Karl Hasselbalch,https://conyso.com/lawtome/laws/the-henderson-hasselbalch-equation/
